"year","IMFDreher","imfcode"
"1988",0,181
"1989",0,181
"1990",0,181
"1991",0,181
"1992",0,181
"1993",0,181
"1994",0,181
"1995",0,181
"1996",0,181
"1997",0,181
"1998",0,181
"1999",0,181
"2000",0,181
"2001",0,181
"2002",0,181
"2003",0,181
"2004",0,181
"2005",0,181
"2006",0,181
"2007",0,181
"2008",0,181
"1970",0,867
"1971",0,867
"1972",0,867
"1973",0,867
"1974",0,867
"1975",0,867
"1976",0,867
"1977",0,867
"1978",0,867
"1979",0,867
"1980",0,867
"1981",0,867
"1982",0,867
"1983",0,867
"1984",0,867
"1985",0,867
"1986",0,867
"1987",0,867
"1988",0,867
"1989",0,867
"1990",0,867
"1991",0,867
"1992",0,867
"1993",0,867
"1994",0,867
"1995",0,867
"1996",0,867
"1997",0,867
"1998",0,867
"1999",0,867
"2000",0,867
"2001",0,867
"2002",0,867
"2003",0,867
"2004",0,867
"2005",0,867
"2006",0,867
"2007",0,867
"2008",0,867
"1970",0,682
"1971",0,682
"1972",0,682
"1973",0,682
"1974",0,682
"1975",0,682
"1976",0,682
"1977",1,682
"1978",0,682
"1979",0,682
"1980",1,682
"1981",1,682
"1982",0,682
"1983",0,682
"1984",0,682
"1985",1,682
"1986",1,682
"1987",1,682
"1988",0,682
"1989",0,682
"1990",0,682
"1991",0,682
"1992",0,682
"1993",0,682
"1994",0,682
"1995",0,682
"1996",0,682
"1997",0,682
"1998",0,682
"1999",0,682
"2000",0,682
"2001",0,682
"2002",0,682
"2003",0,682
"2004",0,682
"2005",0,682
"2006",0,682
"2007",0,682
"2008",0,682
"1970",0,684
"1971",0,684
"1972",0,684
"1973",0,684
"1974",0,684
"1975",0,684
"1976",0,684
"1977",0,684
"1978",1,684
"1979",1,684
"1980",1,684
"1981",1,684
"1982",0,684
"1983",1,684
"1984",0,684
"1985",1,684
"1986",0,684
"1987",0,684
"1988",0,684
"1989",0,684
"1990",0,684
"1991",0,684
"1992",0,684
"1993",0,684
"1994",0,684
"1995",0,684
"1996",0,684
"1997",0,684
"1998",0,684
"1999",0,684
"2000",0,684
"2001",0,684
"2002",0,684
"2003",0,684
"2004",0,684
"2005",0,684
"2006",0,684
"2007",0,684
"2008",0,684
"1970",0,273
"1971",0,273
"1972",0,273
"1973",0,273
"1974",0,273
"1975",0,273
"1976",0,273
"1977",0,273
"1978",0,273
"1979",0,273
"1980",0,273
"1981",0,273
"1982",0,273
"1983",0,273
"1984",0,273
"1985",0,273
"1986",1,273
"1987",0,273
"1988",0,273
"1989",0,273
"1990",0,273
"1991",0,273
"1992",0,273
"1993",0,273
"1994",0,273
"1995",1,273
"1996",0,273
"1997",0,273
"1998",0,273
"1999",1,273
"2000",0,273
"2001",0,273
"2002",0,273
"2003",0,273
"2004",0,273
"2005",0,273
"2006",0,273
"2007",0,273
"2008",0,273
"1970",0,868
"1971",0,868
"1972",0,868
"1973",0,868
"1974",0,868
"1975",0,868
"1976",0,868
"1977",0,868
"1978",0,868
"1979",0,868
"1980",0,868
"1981",0,868
"1982",0,868
"1983",0,868
"1984",0,868
"1985",0,868
"1986",0,868
"1987",0,868
"1988",0,868
"1989",0,868
"1990",0,868
"1991",0,868
"1992",0,868
"1993",0,868
"1994",0,868
"1995",0,868
"1996",0,868
"1997",0,868
"1998",0,868
"1999",0,868
"2000",0,868
"2001",0,868
"2002",0,868
"2003",0,868
"2004",0,868
"2005",0,868
"2006",0,868
"2007",0,868
"2008",0,868
"1970",0,921
"1971",0,921
"1972",0,921
"1973",0,921
"1974",0,921
"1975",0,921
"1976",0,921
"1977",0,921
"1978",0,921
"1979",0,921
"1980",0,921
"1981",0,921
"1982",0,921
"1983",0,921
"1984",0,921
"1985",0,921
"1986",0,921
"1987",0,921
"1988",0,921
"1989",0,921
"1990",0,921
"1991",0,921
"1992",0,921
"1993",1,921
"1994",0,921
"1995",1,921
"1996",0,921
"1997",0,921
"1998",0,921
"1999",0,921
"2000",0,921
"2001",0,921
"2002",0,921
"2003",0,921
"2004",0,921
"2005",0,921
"2006",0,921
"2007",0,921
"2008",0,921
"1970",0,948
"1971",0,948
"1972",0,948
"1973",0,948
"1974",0,948
"1975",0,948
"1976",0,948
"1977",0,948
"1978",0,948
"1979",0,948
"1980",0,948
"1981",0,948
"1982",0,948
"1983",0,948
"1984",0,948
"1985",0,948
"1986",0,948
"1987",0,948
"1988",0,948
"1989",0,948
"1990",0,948
"1991",1,948
"1992",0,948
"1993",0,948
"1994",0,948
"1995",0,948
"1996",0,948
"1997",0,948
"1998",0,948
"1999",0,948
"2000",0,948
"2001",0,948
"2002",0,948
"2003",0,948
"2004",0,948
"2005",0,948
"2006",0,948
"2007",0,948
"2008",0,948
"1970",0,686
"1971",1,686
"1972",0,686
"1973",0,686
"1974",0,686
"1975",0,686
"1976",0,686
"1977",0,686
"1978",0,686
"1979",0,686
"1980",0,686
"1981",0,686
"1982",1,686
"1983",1,686
"1984",0,686
"1985",1,686
"1986",1,686
"1987",0,686
"1988",1,686
"1989",0,686
"1990",0,686
"1991",0,686
"1992",1,686
"1993",0,686
"1994",0,686
"1995",0,686
"1996",0,686
"1997",0,686
"1998",0,686
"1999",0,686
"2000",0,686
"2001",0,686
"2002",0,686
"2003",0,686
"2004",0,686
"2005",0,686
"2006",0,686
"2007",0,686
"2008",0,686
"1970",0,688
"1971",0,688
"1972",0,688
"1973",0,688
"1974",0,688
"1975",0,688
"1976",0,688
"1977",0,688
"1978",0,688
"1979",0,688
"1980",0,688
"1981",0,688
"1982",0,688
"1983",0,688
"1984",0,688
"1985",0,688
"1986",0,688
"1987",0,688
"1988",0,688
"1989",0,688
"1990",0,688
"1991",0,688
"1992",0,688
"1993",0,688
"1994",0,688
"1995",0,688
"1996",0,688
"1997",0,688
"1998",0,688
"1999",0,688
"2000",0,688
"2001",0,688
"2002",0,688
"2003",0,688
"2004",0,688
"2005",0,688
"2006",0,688
"2007",0,688
"2008",0,688
"1970",0,518
"1971",0,518
"1972",0,518
"1973",1,518
"1974",1,518
"1975",0,518
"1976",0,518
"1977",1,518
"1978",1,518
"1979",0,518
"1980",0,518
"1981",1,518
"1982",0,518
"1983",0,518
"1984",0,518
"1985",0,518
"1986",0,518
"1987",0,518
"1988",0,518
"1989",0,518
"1990",0,518
"1991",0,518
"1992",0,518
"1993",0,518
"1994",0,518
"1995",0,518
"1996",0,518
"1997",0,518
"1998",0,518
"1999",0,518
"2000",0,518
"2001",0,518
"2002",0,518
"2003",0,518
"2004",0,518
"2005",0,518
"2006",0,518
"2007",0,518
"2008",0,518
"1970",0,NA
"1971",0,NA
"1972",0,NA
"1973",0,NA
"1974",0,NA
"1975",0,NA
"1976",0,NA
"1977",0,NA
"1978",0,NA
"1979",0,NA
"1980",0,NA
"1981",0,NA
"1982",0,NA
"1983",0,NA
"1984",0,NA
"1985",0,NA
"1986",0,NA
"1987",0,NA
"1988",0,NA
"1989",0,NA
"1990",0,NA
"1991",0,NA
"1992",0,NA
"1993",0,NA
"1994",0,NA
"1995",0,NA
"1996",0,NA
"1997",0,NA
"1998",0,NA
"1999",0,NA
"2000",0,NA
"2001",0,NA
"2002",0,NA
"2003",0,NA
"2004",0,NA
"2005",0,NA
"2006",0,NA
"2007",0,NA
"2008",0,NA
"1970",0,558
"1971",0,558
"1972",0,558
"1973",0,558
"1974",0,558
"1975",0,558
"1976",1,558
"1977",0,558
"1978",0,558
"1979",0,558
"1980",0,558
"1981",0,558
"1982",0,558
"1983",0,558
"1984",0,558
"1985",1,558
"1986",0,558
"1987",0,558
"1988",0,558
"1989",0,558
"1990",0,558
"1991",0,558
"1992",0,558
"1993",0,558
"1994",0,558
"1995",0,558
"1996",0,558
"1997",0,558
"1998",0,558
"1999",0,558
"2000",0,558
"2001",0,558
"2002",0,558
"2003",0,558
"2004",0,558
"2005",0,558
"2006",0,558
"2007",0,558
"2008",0,558
"1970",1,278
"1971",0,278
"1972",1,278
"1973",0,278
"1974",0,278
"1975",0,278
"1976",0,278
"1977",0,278
"1978",0,278
"1979",1,278
"1980",0,278
"1981",0,278
"1982",0,278
"1983",0,278
"1984",0,278
"1985",0,278
"1986",0,278
"1987",0,278
"1988",0,278
"1989",0,278
"1990",0,278
"1991",1,278
"1992",0,278
"1993",0,278
"1994",0,278
"1995",0,278
"1996",0,278
"1997",0,278
"1998",0,278
"1999",0,278
"2000",0,278
"2001",0,278
"2002",0,278
"2003",0,278
"2004",0,278
"2005",0,278
"2006",0,278
"2007",0,278
"2008",0,278
"1970",0,692
"1971",0,692
"1972",0,692
"1973",0,692
"1974",0,692
"1975",0,692
"1976",0,692
"1977",0,692
"1978",0,692
"1979",0,692
"1980",0,692
"1981",0,692
"1982",0,692
"1983",1,692
"1984",1,692
"1985",1,692
"1986",1,692
"1987",0,692
"1988",0,692
"1989",0,692
"1990",0,692
"1991",0,692
"1992",0,692
"1993",0,692
"1994",1,692
"1995",0,692
"1996",0,692
"1997",0,692
"1998",0,692
"1999",0,692
"2000",0,692
"2001",0,692
"2002",0,692
"2003",0,692
"2004",0,692
"2005",0,692
"2006",0,692
"2007",0,692
"2008",0,692
"1970",0,694
"1971",0,694
"1972",0,694
"1973",0,694
"1974",0,694
"1975",0,694
"1976",0,694
"1977",0,694
"1978",0,694
"1979",0,694
"1980",0,694
"1981",0,694
"1982",0,694
"1983",0,694
"1984",0,694
"1985",0,694
"1986",0,694
"1987",1,694
"1988",0,694
"1989",1,694
"1990",0,694
"1991",1,694
"1992",0,694
"1993",0,694
"1994",0,694
"1995",0,694
"1996",0,694
"1997",0,694
"1998",0,694
"1999",0,694
"2000",1,694
"2001",0,694
"2002",0,694
"2003",0,694
"2004",0,694
"2005",0,694
"2006",0,694
"2007",0,694
"2008",0,694
"1970",0,NA
"1971",0,NA
"1972",0,NA
"1973",0,NA
"1974",0,NA
"1975",0,NA
"1976",0,NA
"1977",0,NA
"1978",0,NA
"1979",0,NA
"1980",0,NA
"1981",0,NA
"1982",0,NA
"1983",0,NA
"1984",0,NA
"1985",0,NA
"1986",0,NA
"1987",0,NA
"1988",0,NA
"1989",0,NA
"1990",0,NA
"1991",0,NA
"1992",0,NA
"1993",0,NA
"1994",0,NA
"1995",0,NA
"1996",0,NA
"1997",0,NA
"1998",0,NA
"1999",0,NA
"2000",0,NA
"2001",0,NA
"2002",0,NA
"2003",0,NA
"2004",0,NA
"2005",0,NA
"2006",0,NA
"2007",0,NA
"2008",0,NA
"1970",0,564
"1971",0,564
"1972",1,564
"1973",1,564
"1974",1,564
"1975",0,564
"1976",0,564
"1977",1,564
"1978",0,564
"1979",0,564
"1980",0,564
"1981",0,564
"1982",0,564
"1983",0,564
"1984",0,564
"1985",0,564
"1986",0,564
"1987",0,564
"1988",1,564
"1989",0,564
"1990",0,564
"1991",0,564
"1992",0,564
"1993",1,564
"1994",0,564
"1995",1,564
"1996",0,564
"1997",0,564
"1998",0,564
"1999",0,564
"2000",1,564
"2001",0,564
"2002",0,564
"2003",0,564
"2004",0,564
"2005",0,564
"2006",0,564
"2007",0,564
"2008",1,564
"1970",0,565
"1971",0,565
"1972",0,565
"1973",0,565
"1974",0,565
"1975",0,565
"1976",0,565
"1977",0,565
"1978",0,565
"1979",0,565
"1980",0,565
"1981",0,565
"1982",0,565
"1983",0,565
"1984",0,565
"1985",0,565
"1986",0,565
"1987",0,565
"1988",0,565
"1989",0,565
"1990",0,565
"1991",0,565
"1992",0,565
"1993",0,565
"1994",0,565
"1995",0,565
"1996",0,565
"1997",0,565
"1998",0,565
"1999",0,565
"2000",0,565
"2001",0,565
"2002",0,565
"2003",0,565
"2004",0,565
"2005",0,565
"2006",0,565
"2007",0,565
"2008",0,565
"1970",1,283
"1971",1,283
"1972",1,283
"1973",1,283
"1974",1,283
"1975",1,283
"1976",0,283
"1977",1,283
"1978",1,283
"1979",1,283
"1980",1,283
"1981",0,283
"1982",1,283
"1983",1,283
"1984",0,283
"1985",1,283
"1986",0,283
"1987",0,283
"1988",0,283
"1989",0,283
"1990",0,283
"1991",0,283
"1992",1,283
"1993",0,283
"1994",0,283
"1995",1,283
"1996",0,283
"1997",0,283
"1998",0,283
"1999",0,283
"2000",1,283
"2001",0,283
"2002",0,283
"2003",0,283
"2004",0,283
"2005",0,283
"2006",0,283
"2007",0,283
"2008",0,283
"1970",0,853
"1971",0,853
"1972",0,853
"1973",0,853
"1974",0,853
"1975",0,853
"1976",0,853
"1977",0,853
"1978",0,853
"1979",0,853
"1980",0,853
"1981",0,853
"1982",0,853
"1983",0,853
"1984",0,853
"1985",0,853
"1986",0,853
"1987",0,853
"1988",0,853
"1989",0,853
"1990",1,853
"1991",1,853
"1992",0,853
"1993",0,853
"1994",0,853
"1995",1,853
"1996",0,853
"1997",0,853
"1998",0,853
"1999",0,853
"2000",1,853
"2001",0,853
"2002",0,853
"2003",0,853
"2004",0,853
"2005",0,853
"2006",0,853
"2007",0,853
"2008",0,853
"1970",0,288
"1971",0,288
"1972",0,288
"1973",0,288
"1974",0,288
"1975",0,288
"1976",0,288
"1977",0,288
"1978",0,288
"1979",0,288
"1980",0,288
"1981",0,288
"1982",0,288
"1983",0,288
"1984",0,288
"1985",0,288
"1986",0,288
"1987",0,288
"1988",0,288
"1989",0,288
"1990",0,288
"1991",0,288
"1992",0,288
"1993",0,288
"1994",0,288
"1995",0,288
"1996",0,288
"1997",0,288
"1998",0,288
"1999",0,288
"2000",0,288
"2001",0,288
"2002",0,288
"2003",1,288
"2004",0,288
"2005",0,288
"2006",1,288
"2007",0,288
"2008",0,288
"1970",1,293
"1971",0,293
"1972",0,293
"1973",0,293
"1974",0,293
"1975",0,293
"1976",0,293
"1977",1,293
"1978",1,293
"1979",1,293
"1980",0,293
"1981",0,293
"1982",0,293
"1983",0,293
"1984",1,293
"1985",0,293
"1986",0,293
"1987",0,293
"1988",0,293
"1989",0,293
"1990",0,293
"1991",0,293
"1992",0,293
"1993",0,293
"1994",0,293
"1995",0,293
"1996",0,293
"1997",0,293
"1998",0,293
"1999",0,293
"2000",0,293
"2001",1,293
"2002",1,293
"2003",0,293
"2004",1,293
"2005",0,293
"2006",0,293
"2007",1,293
"2008",0,293
"1970",1,566
"1971",1,566
"1972",1,566
"1973",1,566
"1974",1,566
"1975",1,566
"1976",0,566
"1977",0,566
"1978",0,566
"1979",1,566
"1980",1,566
"1981",0,566
"1982",0,566
"1983",1,566
"1984",1,566
"1985",0,566
"1986",1,566
"1987",0,566
"1988",0,566
"1989",0,566
"1990",0,566
"1991",1,566
"1992",0,566
"1993",0,566
"1994",0,566
"1995",0,566
"1996",0,566
"1997",0,566
"1998",1,566
"1999",0,566
"2000",0,566
"2001",0,566
"2002",0,566
"2003",0,566
"2004",0,566
"2005",0,566
"2006",0,566
"2007",0,566
"2008",0,566
"1970",0,964
"1971",0,964
"1972",0,964
"1973",0,964
"1974",0,964
"1975",0,964
"1976",0,964
"1977",0,964
"1978",0,964
"1979",0,964
"1980",0,964
"1981",0,964
"1982",0,964
"1983",0,964
"1984",0,964
"1985",0,964
"1986",0,964
"1987",0,964
"1988",0,964
"1989",0,964
"1990",1,964
"1991",0,964
"1992",0,964
"1993",1,964
"1994",1,964
"1995",0,964
"1996",0,964
"1997",0,964
"1998",0,964
"1999",0,964
"2000",0,964
"2001",0,964
"2002",0,964
"2003",0,964
"2004",0,964
"2005",0,964
"2006",0,964
"2007",0,964
"2008",0,964
"1970",0,453
"1971",0,453
"1972",0,453
"1973",0,453
"1974",0,453
"1975",0,453
"1976",0,453
"1977",0,453
"1978",0,453
"1979",0,453
"1980",0,453
"1981",0,453
"1982",0,453
"1983",0,453
"1984",0,453
"1985",0,453
"1986",0,453
"1987",0,453
"1988",0,453
"1989",0,453
"1990",0,453
"1991",0,453
"1992",0,453
"1993",0,453
"1994",0,453
"1995",0,453
"1996",0,453
"1997",0,453
"1998",0,453
"1999",0,453
"2000",0,453
"2001",0,453
"2002",0,453
"2003",0,453
"2004",0,453
"2005",0,453
"2006",0,453
"2007",0,453
"2008",0,453
"1970",0,968
"1971",0,968
"1972",0,968
"1973",0,968
"1974",0,968
"1975",1,968
"1976",0,968
"1977",1,968
"1978",0,968
"1979",0,968
"1980",0,968
"1981",1,968
"1982",0,968
"1983",0,968
"1984",0,968
"1985",0,968
"1986",0,968
"1987",0,968
"1988",0,968
"1989",0,968
"1990",0,968
"1991",1,968
"1992",0,968
"1993",0,968
"1994",1,968
"1995",0,968
"1996",0,968
"1997",1,968
"1998",0,968
"1999",1,968
"2000",0,968
"2001",1,968
"2002",0,968
"2003",0,968
"2004",1,968
"2005",0,968
"2006",0,968
"2007",0,968
"2008",0,968
"1970",0,922
"1971",0,922
"1972",0,922
"1973",0,922
"1974",0,922
"1975",0,922
"1976",0,922
"1977",0,922
"1978",0,922
"1979",0,922
"1980",0,922
"1981",0,922
"1982",0,922
"1983",0,922
"1984",0,922
"1985",0,922
"1986",0,922
"1987",0,922
"1988",0,922
"1989",0,922
"1990",0,922
"1991",0,922
"1992",0,922
"1993",0,922
"1994",0,922
"1995",1,922
"1996",0,922
"1997",0,922
"1998",0,922
"1999",1,922
"2000",0,922
"2001",0,922
"2002",0,922
"2003",0,922
"2004",0,922
"2005",0,922
"2006",0,922
"2007",0,922
"2008",0,922
"1970",0,714
"1971",0,714
"1972",0,714
"1973",0,714
"1974",0,714
"1975",0,714
"1976",0,714
"1977",0,714
"1978",0,714
"1979",1,714
"1980",0,714
"1981",0,714
"1982",0,714
"1983",0,714
"1984",0,714
"1985",0,714
"1986",0,714
"1987",0,714
"1988",0,714
"1989",0,714
"1990",0,714
"1991",0,714
"1992",0,714
"1993",0,714
"1994",0,714
"1995",0,714
"1996",0,714
"1997",0,714
"1998",0,714
"1999",0,714
"2000",0,714
"2001",0,714
"2002",0,714
"2003",0,714
"2004",0,714
"2005",0,714
"2006",0,714
"2007",0,714
"2008",0,714
"1970",0,862
"1971",0,862
"1972",0,862
"1973",0,862
"1974",0,862
"1975",1,862
"1976",0,862
"1977",1,862
"1978",1,862
"1979",1,862
"1980",0,862
"1981",0,862
"1982",0,862
"1983",1,862
"1984",1,862
"1985",0,862
"1986",0,862
"1987",0,862
"1988",0,862
"1989",0,862
"1990",0,862
"1991",0,862
"1992",0,862
"1993",0,862
"1994",0,862
"1995",0,862
"1996",0,862
"1997",0,862
"1998",0,862
"1999",0,862
"2000",0,862
"2001",0,862
"2002",0,862
"2003",0,862
"2004",0,862
"2005",0,862
"2006",0,862
"2007",0,862
"2008",0,862
"1970",0,716
"1971",0,716
"1972",0,716
"1973",0,716
"1974",0,716
"1975",0,716
"1976",0,716
"1977",0,716
"1978",0,716
"1979",0,716
"1980",0,716
"1981",0,716
"1982",0,716
"1983",0,716
"1984",0,716
"1985",0,716
"1986",0,716
"1987",0,716
"1988",0,716
"1989",0,716
"1990",0,716
"1991",0,716
"1992",0,716
"1993",0,716
"1994",0,716
"1995",0,716
"1996",0,716
"1997",0,716
"1998",0,716
"1999",0,716
"2000",0,716
"2001",0,716
"2002",0,716
"2003",0,716
"2004",0,716
"2005",0,716
"2006",0,716
"2007",0,716
"2008",0,716
"1970",0,456
"1971",0,456
"1972",0,456
"1973",0,456
"1974",0,456
"1975",0,456
"1976",0,456
"1977",0,456
"1978",0,456
"1979",0,456
"1980",0,456
"1981",0,456
"1982",0,456
"1983",0,456
"1984",0,456
"1985",0,456
"1986",0,456
"1987",0,456
"1988",0,456
"1989",0,456
"1990",0,456
"1991",0,456
"1992",0,456
"1993",0,456
"1994",0,456
"1995",0,456
"1996",0,456
"1997",0,456
"1998",0,456
"1999",0,456
"2000",0,456
"2001",0,456
"2002",0,456
"2003",0,456
"2004",0,456
"2005",0,456
"2006",0,456
"2007",0,456
"2008",0,456
"1970",0,722
"1971",0,722
"1972",0,722
"1973",0,722
"1974",0,722
"1975",0,722
"1976",0,722
"1977",0,722
"1978",0,722
"1979",1,722
"1980",0,722
"1981",1,722
"1982",1,722
"1983",1,722
"1984",0,722
"1985",1,722
"1986",1,722
"1987",1,722
"1988",0,722
"1989",0,722
"1990",0,722
"1991",0,722
"1992",0,722
"1993",0,722
"1994",1,722
"1995",0,722
"1996",0,722
"1997",0,722
"1998",0,722
"1999",0,722
"2000",0,722
"2001",0,722
"2002",0,722
"2003",0,722
"2004",0,722
"2005",0,722
"2006",0,722
"2007",0,722
"2008",0,722
"1970",0,718
"1971",0,718
"1972",0,718
"1973",0,718
"1974",0,718
"1975",0,718
"1976",0,718
"1977",0,718
"1978",0,718
"1979",0,718
"1980",0,718
"1981",0,718
"1982",0,718
"1983",0,718
"1984",0,718
"1985",0,718
"1986",0,718
"1987",0,718
"1988",0,718
"1989",0,718
"1990",0,718
"1991",0,718
"1992",0,718
"1993",0,718
"1994",0,718
"1995",0,718
"1996",0,718
"1997",0,718
"1998",0,718
"1999",0,718
"2000",0,718
"2001",0,718
"2002",0,718
"2003",0,718
"2004",0,718
"2005",0,718
"2006",0,718
"2007",0,718
"2008",1,718
"1970",0,724
"1971",0,724
"1972",0,724
"1973",0,724
"1974",0,724
"1975",0,724
"1976",0,724
"1977",1,724
"1978",0,724
"1979",1,724
"1980",0,724
"1981",0,724
"1982",0,724
"1983",0,724
"1984",1,724
"1985",0,724
"1986",1,724
"1987",0,724
"1988",0,724
"1989",0,724
"1990",0,724
"1991",0,724
"1992",0,724
"1993",0,724
"1994",0,724
"1995",0,724
"1996",0,724
"1997",0,724
"1998",0,724
"1999",0,724
"2000",0,724
"2001",0,724
"2002",0,724
"2003",0,724
"2004",0,724
"2005",0,724
"2006",0,724
"2007",0,724
"2008",0,724
"1970",0,576
"1971",0,576
"1972",0,576
"1973",0,576
"1974",0,576
"1975",0,576
"1976",0,576
"1977",0,576
"1978",0,576
"1979",0,576
"1980",0,576
"1981",0,576
"1982",0,576
"1983",0,576
"1984",0,576
"1985",0,576
"1986",0,576
"1987",0,576
"1988",0,576
"1989",0,576
"1990",0,576
"1991",0,576
"1992",0,576
"1993",0,576
"1994",0,576
"1995",0,576
"1996",0,576
"1997",0,576
"1998",0,576
"1999",0,576
"2000",0,576
"2001",0,576
"2002",0,576
"2003",0,576
"2004",0,576
"2005",0,576
"2006",0,576
"2007",0,576
"2008",0,576
"1970",0,936
"1971",0,936
"1972",0,936
"1973",0,936
"1974",0,936
"1975",0,936
"1976",0,936
"1977",0,936
"1978",0,936
"1979",0,936
"1980",0,936
"1981",0,936
"1982",0,936
"1983",0,936
"1984",0,936
"1985",0,936
"1986",0,936
"1987",0,936
"1988",0,936
"1989",0,936
"1990",0,936
"1991",0,936
"1992",0,936
"1993",0,936
"1994",1,936
"1995",0,936
"1996",0,936
"1997",0,936
"1998",0,936
"1999",0,936
"2000",0,936
"2001",0,936
"2002",0,936
"2003",0,936
"2004",0,936
"2005",0,936
"2006",0,936
"2007",0,936
"2008",0,936
"1970",0,961
"1971",0,961
"1972",0,961
"1973",0,961
"1974",0,961
"1975",0,961
"1976",0,961
"1977",0,961
"1978",0,961
"1979",0,961
"1980",0,961
"1981",0,961
"1982",0,961
"1983",0,961
"1984",0,961
"1985",0,961
"1986",0,961
"1987",0,961
"1988",0,961
"1989",0,961
"1990",0,961
"1991",0,961
"1992",0,961
"1993",0,961
"1994",0,961
"1995",0,961
"1996",0,961
"1997",0,961
"1998",0,961
"1999",0,961
"2000",0,961
"2001",0,961
"2002",0,961
"2003",0,961
"2004",0,961
"2005",0,961
"2006",0,961
"2007",0,961
"2008",0,961
"1970",0,813
"1971",0,813
"1972",0,813
"1973",0,813
"1974",0,813
"1975",0,813
"1976",0,813
"1977",0,813
"1978",0,813
"1979",0,813
"1980",0,813
"1981",1,813
"1982",0,813
"1983",1,813
"1984",0,813
"1985",0,813
"1986",0,813
"1987",0,813
"1988",0,813
"1989",0,813
"1990",0,813
"1991",0,813
"1992",0,813
"1993",0,813
"1994",0,813
"1995",0,813
"1996",0,813
"1997",0,813
"1998",0,813
"1999",0,813
"2000",0,813
"2001",0,813
"2002",0,813
"2003",0,813
"2004",0,813
"2005",0,813
"2006",0,813
"2007",0,813
"2008",0,813
"1970",1,726
"1971",0,726
"1972",0,726
"1973",0,726
"1974",0,726
"1975",0,726
"1976",0,726
"1977",0,726
"1978",0,726
"1979",0,726
"1980",1,726
"1981",1,726
"1982",1,726
"1983",0,726
"1984",0,726
"1985",1,726
"1986",0,726
"1987",1,726
"1988",0,726
"1989",0,726
"1990",0,726
"1991",0,726
"1992",0,726
"1993",0,726
"1994",0,726
"1995",0,726
"1996",0,726
"1997",0,726
"1998",0,726
"1999",0,726
"2000",0,726
"2001",0,726
"2002",0,726
"2003",0,726
"2004",0,726
"2005",0,726
"2006",0,726
"2007",0,726
"2008",0,726
"1970",0,199
"1971",0,199
"1972",0,199
"1973",0,199
"1974",0,199
"1975",0,199
"1976",1,199
"1977",0,199
"1978",0,199
"1979",0,199
"1980",0,199
"1981",0,199
"1982",1,199
"1983",0,199
"1984",0,199
"1985",0,199
"1986",0,199
"1987",0,199
"1988",0,199
"1989",0,199
"1990",0,199
"1991",0,199
"1992",0,199
"1993",0,199
"1994",0,199
"1995",0,199
"1996",0,199
"1997",0,199
"1998",0,199
"1999",0,199
"2000",0,199
"2001",0,199
"2002",0,199
"2003",0,199
"2004",0,199
"2005",0,199
"2006",0,199
"2007",0,199
"2008",0,199
"1970",0,524
"1971",1,524
"1972",0,524
"1973",0,524
"1974",1,524
"1975",0,524
"1976",0,524
"1977",1,524
"1978",0,524
"1979",0,524
"1980",0,524
"1981",0,524
"1982",0,524
"1983",1,524
"1984",0,524
"1985",0,524
"1986",0,524
"1987",0,524
"1988",0,524
"1989",0,524
"1990",0,524
"1991",0,524
"1992",0,524
"1993",0,524
"1994",0,524
"1995",0,524
"1996",0,524
"1997",0,524
"1998",0,524
"1999",0,524
"2000",0,524
"2001",1,524
"2002",0,524
"2003",0,524
"2004",0,524
"2005",0,524
"2006",0,524
"2007",0,524
"2008",0,524
"1970",0,361
"1971",0,361
"1972",0,361
"1973",0,361
"1974",0,361
"1975",0,361
"1976",0,361
"1977",0,361
"1978",0,361
"1979",0,361
"1980",0,361
"1981",0,361
"1982",0,361
"1983",0,361
"1984",0,361
"1985",0,361
"1986",0,361
"1987",0,361
"1988",0,361
"1989",0,361
"1990",0,361
"1991",0,361
"1992",0,361
"1993",0,361
"1994",0,361
"1995",0,361
"1996",0,361
"1997",0,361
"1998",0,361
"1999",0,361
"2000",0,361
"2001",0,361
"2002",0,361
"2003",0,361
"2004",0,361
"2005",0,361
"2006",0,361
"2007",0,361
"2008",0,361
"1970",0,362
"1971",0,362
"1972",0,362
"1973",0,362
"1974",0,362
"1975",0,362
"1976",0,362
"1977",0,362
"1978",0,362
"1979",0,362
"1980",0,362
"1981",0,362
"1982",0,362
"1983",0,362
"1984",0,362
"1985",0,362
"1986",0,362
"1987",0,362
"1988",0,362
"1989",0,362
"1990",0,362
"1991",0,362
"1992",0,362
"1993",0,362
"1994",0,362
"1995",0,362
"1996",0,362
"1997",0,362
"1998",0,362
"1999",0,362
"2000",0,362
"2001",0,362
"2002",0,362
"2003",0,362
"2004",0,362
"2005",0,362
"2006",0,362
"2007",0,362
"2008",0,362
"1970",0,364
"1971",0,364
"1972",0,364
"1973",0,364
"1974",0,364
"1975",0,364
"1976",0,364
"1977",0,364
"1978",0,364
"1979",0,364
"1980",0,364
"1981",0,364
"1982",0,364
"1983",0,364
"1984",0,364
"1985",0,364
"1986",0,364
"1987",0,364
"1988",0,364
"1989",0,364
"1990",0,364
"1991",0,364
"1992",0,364
"1993",0,364
"1994",0,364
"1995",0,364
"1996",0,364
"1997",0,364
"1998",0,364
"1999",0,364
"2000",0,364
"2001",0,364
"2002",0,364
"2003",0,364
"2004",0,364
"2005",0,364
"2006",0,364
"2007",0,364
"2008",0,364
"1970",0,732
